Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,ProductPitched_Deluxe,ProductPitched_King,ProductPitched_Standard,ProductPitched_Super Deluxe,MaritalStatus_Married,MaritalStatus_Single,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP
31.86080197538247,1,27.798445433796815,2,3.1391980246175297,3.0,1.8608019753824703,0,5,0,0.13919802461752984,17793.608019753825,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
29.0,1,9.0,3,4.0,3.0,7.0,0,3,0,1.101738372707294,23060.0,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
41.46399164627155,2,19.512002784576147,3,4.0,4.658664810282567,2.0,1,5,0,1.8293324051412836,32126.0,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False
26.82468552123263,1,7.0,3,5.317531447876737,5.0,2.6824685521232627,0,2,0,1.0,20998.905188687262,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False
30.622380220810356,3,6.0472024723987055,2,4.905595055202589,3.0472024723987055,2.0,0,3,1,1.0,16352.580463753777,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
29.475602302246706,1,7.873996162922159,3,5.0,4.650401534831136,6.3008030696622725,0,2,0,2.825200767415568,21040.699196930338,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False
48.0,1,6.0,3,4.0,3.0,1.0,1,5,0,0.6673862283299206,20381.0,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False
19.0,3,27.0,2,4.0,4.0,2.0,1,1,0,1.0,17121.0,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
26.0,1,11.0,2,4.0,3.0,2.0,1,1,0,1.0,17366.0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
32.03664532908051,1,10.542752883927257,3,4.493892445153249,3.493892445153249,3.0,0,3,0,1.0,21268.432816896686,True,False,True,True,True,True,False,False,False,True,False,True,True,False,False
46.4882703754807,1,12.883578525672982,3,3.0,3.0,5.837243208173099,0,3,0,0.0,25249.836660027595,True,False,True,True,True,False,False,True,False,True,False,True,False,True,False
30.959584732311622,2,7.159930788718604,3,5.079965394359302,3.0,6.920034605640698,1,2,0,1.920034605640698,21476.240761324094,True,False,True,True,False,False,False,False,False,True,False,True,False,False,False
33.0,1,16.0,3,4.0,5.0,2.0,0,4,1,1.2232763695283073,22878.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
35.24407010424879,1,16.854245364870764,3,3.75592989575121,3.24407010424879,3.0,0,1,1,1.0,21420.122035052125,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False
43.81141849887645,3,19.0,2,2.7828722516853244,4.188581501123549,4.028546247191127,1,4,1,1.1885815011235494,32126.0,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False
28.364491738836605,1,14.826160739512412,2,4.936449173883661,4.936449173883661,2.0,1,2,0,1.0,17119.127101652233,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False
41.247789614803914,1,18.123894807401957,2,3.1238948074019577,3.247789614803915,2.0,0,4,1,0.24778961480391493,32126.0,True,True,True,False,True,False,True,False,True,False,True,False,False,False,True
24.49977361374335,2,9.222020989994089,3,5.0,3.722247376250739,4.1110104949970445,0,5,1,2.277752623749261,20853.666515742494,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False
37.0,3,6.0,2,4.0,3.0,6.0,0,1,1,1.0,25609.0,True,False,True,False,True,False,False,True,False,True,False,False,False,True,False
28.001995036722935,1,23.996342432674616,3,4.00033250612049,3.0,2.9996674938795107,1,5,1,1.0,21072.00066501224,True,False,True,False,True,True,False,False,False,False,True,True,True,False,False
18.0,1,9.0,2,3.0,3.0,2.0,0,4,0,0.0,16420.0,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False
48.2434037853287,2,18.20510632768573,2,2.192340508471405,3.0,7.0,0,3,0,1.79489367231427,28707.32085192087,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False
46.89282493197659,2,14.823991095722647,3,4.094394657433588,3.3647982191445296,4.459192876578118,0,4,1,1.6352017808554704,23449.2831839723,True,False,False,True,False,True,False,False,False,True,False,True,True,False,False
29.70522588811403,1,31.386460841159145,3,5.613539158840853,3.3864608411591473,4.159382523477442,1,3,1,2.2270783176817055,21007.565557288704,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False
41.19564946099129,1,17.45341382370682,3,4.564441090678883,3.5644410906788826,3.0,0,3,0,1.0,21270.07996981611,True,False,True,True,True,False,False,False,False,True,True,True,False,False,False
38.84930526644884,2,24.35613334375465,3,4.0,3.383564911183721,2.8082175444081394,0,3,1,1.0,21380.958912277958,True,False,True,True,True,True,False,False,False,False,False,True,True,False,False
26.72946789600713,1,16.941223246672607,3,3.0,3.211755350665478,2.0,1,3,1,0.7882446493345217,17505.894519921385,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False
21.423007935094322,2,11.453804761056594,4,3.0307968259622706,3.9692031740377294,3.0,1,4,0,2.4846015870188647,20262.507250784605,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False
30.0,3,18.0,3,4.0,5.0,2.0,0,5,1,0.4914929113122739,17033.0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False
34.0,3,12.0,3,4.0,3.0,3.0,1,1,0,1.3805022485924123,21529.0,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False
38.0,1,35.0,3,3.0,5.0,1.0,1,3,0,1.297355048236839,21673.0,True,False,False,True,True,True,False,False,False,True,False,False,True,False,False
27.56966282249108,1,32.58202306505353,3,4.860674355017842,5.0,2.0,0,1,1,1.430337177508921,23689.72471168683,False,True,False,True,True,True,False,True,False,False,True,False,True,True,False
51.0,3,15.0,3,4.0,3.0,5.0,1,5,0,1.0,25474.0,False,True,False,False,True,True,False,False,False,True,False,False,True,False,False
20.671668329033736,1,9.0,3,5.0,3.149259628674163,2.9253701856629184,0,3,0,1.9253701856629184,21241.776110556988,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False
20.78269604074415,1,11.217303959255851,3,4.0,4.782696040744149,2.782696040744149,0,3,1,1.7826960407441492,21655.563383144374,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False
34.0,2,29.0,2,3.0,5.0,1.0,1,3,1,0.0,24950.0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False
50.577868897190015,2,33.11116806074376,3,3.822233612148752,3.355532775702496,2.644467224297504,0,4,0,2.0,32126.0,True,False,True,True,True,True,False,False,False,False,True,True,True,False,False
30.61676388886136,1,9.775437499876126,3,5.0,5.0,2.6916180555693194,1,2,0,1.3083819444306806,20997.616763888862,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False
45.0,1,16.652723440020605,4,4.0,3.0,3.763896651425628,0,3,0,2.0,26656.0,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False
32.56767261790575,1,12.50215560979804,3,4.0,3.0,2.0,0,3,0,1.0,23482.240087577367,True,False,True,True,True,True,False,False,False,True,False,True,True,False,False
30.0,1,7.0,3,4.0,3.0,2.0,0,1,0,1.0,20736.0,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False
37.86116430850145,2,20.163227692813404,3,4.232645538562681,4.534708922874638,5.0694178457492765,1,1,1,0.465291077125362,21129.57973476731,True,True,False,True,True,True,False,False,False,True,False,True,True,False,False
29.11678948085744,3,18.233578961714887,3,4.22080262978564,3.779197370214361,6.1167894808574435,0,3,0,2.0,24438.363144774503,True,True,False,True,True,True,False,False,False,False,True,False,True,False,False
32.82624740433771,3,7.521257786986883,2,5.826247404337705,3.8262474043377055,6.131237021688527,0,2,0,1.8262474043377055,25410.74121625639,True,False,True,True,True,True,False,True,False,False,True,False,True,True,False
33.901513053054906,1,7.655723672561656,3,4.0,3.6885526548766876,7.0,0,3,0,1.6557236725616562,17086.557236725617,True,True,True,False,True,False,False,False,False,False,True,True,False,False,False
46.024206508242216,1,7.06388880325419,3,3.8480158852494015,3.1519841147505985,1.1519841147505985,1,4,0,1.8480158852494015,20378.26428593449,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False
32.03250783355673,1,23.03250783355673,2,3.275682530323339,3.275682530323339,1.5513650606466776,1,3,0,0.2756825303233388,22560.994793379377,True,False,True,True,True,False,False,True,False,True,True,True,False,True,False
22.168374535042172,3,17.70278276111294,2,3.0,4.584187267521086,2.0,0,4,1,0.0,16766.090767882462,True,False,False,True,True,False,False,False,False,True,True,True,False,False,False
42.8335890035964,3,24.332821992807204,3,2.6191937163407992,3.5952015709148,4.1904031418296,0,3,1,1.2143952872555994,28235.694238195774,True,False,True,True,True,False,False,True,True,False,True,False,False,True,False
44.07554522776801,1,19.691848409256004,3,3.6540757953719982,3.0,2.6540757953719982,0,3,0,0.6540757953719981,32126.0,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True
36.29152751911045,1,10.583055038220902,3,3.0,5.0,3.9372912786656764,1,1,1,0.35423624044477453,17073.354236240444,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
43.57651386590592,1,29.10201848787456,3,4.0,3.47449537803136,4.05100924393728,1,4,0,2.47449537803136,21829.035597061342,True,False,True,True,True,False,False,False,False,True,True,True,False,False,False
55.8530787722789,1,17.889809079209172,3,5.036730306930275,3.0,3.0367303069302753,0,2,1,1.0,29261.53439117819,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
29.35377429028771,1,7.591984306294689,2,4.0,5.0,1.8231128548561455,1,2,0,0.0,17319.353774290288,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False
33.0,3,15.0,3,3.0,5.0,1.0,1,3,0,0.6129212396643692,23224.0,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
40.39795496969414,3,27.348800958682318,3,4.036177724517649,3.0,3.0,1,3,0,1.0,21379.312623234164,True,False,False,True,True,True,False,False,False,False,False,True,True,False,False
38.50283948457012,2,11.248580257714941,2,3.0,3.497160515429884,4.248580257714942,0,2,0,0.7514197422850579,17082.768456649705,True,True,True,False,True,True,False,False,False,True,False,True,True,False,False
37.5915327469692,3,26.7957663734846,3,3.866196263720511,3.133803736279489,3.0,0,3,0,0.26760747255897743,21381.873252307912,True,False,True,True,True,True,False,False,False,True,True,True,True,False,False
32.06993564863245,1,30.581419378376065,2,3.4185806216239354,3.5814193783760646,3.674322486495741,1,2,0,0.0,17024.511483729744,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False
48.06472830204207,3,28.177767924783407,2,3.419324528279704,3.0,2.209662264139852,1,4,1,1.0,29021.177767924783,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False
44.08925885110014,3,12.671407080880112,2,4.417851770220028,3.582148229779972,2.1642964595599445,0,3,1,1.0,27992.468378288657,False,False,True,True,True,True,False,False,True,True,True,False,True,False,False
23.76682379066771,3,14.63805034552351,2,4.0,4.361949654476489,5.723899308952978,0,3,0,1.3190251727617555,20314.196068607816,True,True,False,True,True,True,False,False,False,False,True,True,True,False,False
42.189694848174675,1,19.0,3,4.0,3.3793896963493544,2.8103051518253226,0,4,1,2.0,32126.0,True,True,True,False,True,False,True,False,True,True,True,False,False,False,True
28.71368915804633,1,18.429466262930507,4,4.618948193007721,3.3810518069922786,5.475792772030886,0,3,0,2.6189481930077214,20869.43155420977,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
43.44149565597379,3,14.382498025442631,3,4.676499605088527,3.6470007898229477,2.676499605088526,0,4,0,2.0,28285.030485388277,True,True,False,True,True,False,False,True,False,False,True,False,False,True,False
39.668606731909534,2,11.502910097864302,3,4.165696634045233,3.0,5.331393268090465,0,1,0,1.331393268090465,20764.66278653618,True,True,True,False,True,True,False,False,False,True,True,True,True,False,False
46.594908357924844,2,9.336310745903376,3,4.0,4.258597612021473,2.4828047759570553,0,4,1,0.3707011939892638,25479.034390448087,True,True,False,True,True,True,False,True,False,True,False,False,True,True,False
43.0,3,15.0,2,5.0,3.0,1.0,0,1,0,0.8011437222247041,20346.0,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False
28.581550118596777,1,7.3230833992204305,3,3.935383320155914,5.0,6.870766640311828,0,2,1,0.9353833201559139,17079.547683241093,True,True,True,False,True,False,False,False,False,True,True,True,False,False,False
38.914733581425935,2,10.872100372138902,2,3.0426332092870325,3.0,4.127899627861098,0,1,0,0.08526641857406547,17086.17053283715,True,True,True,False,True,True,False,False,False,True,True,True,True,False,False
37.17168862054817,1,6.628591432349859,3,2.114225702950422,4.371408567650141,3.857042838250704,0,3,0,0.7428171353002815,17368.2859143235,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False
42.0,3,7.0,4,4.0,3.0,2.0,1,2,0,1.531702273308627,24671.0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False
48.584360493850035,1,34.292180246925014,4,4.646090123462508,5.0,4.646090123462508,0,2,0,1.646090123462508,22962.707819753075,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False
41.0,3,31.0,4,2.0,4.0,6.0,1,3,1,2.0013323300427635,31872.0,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False
29.0,1,31.0,4,5.0,5.0,3.0,0,1,0,1.7339807219946193,27400.0,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False
29.895426667701056,1,10.283231114903874,3,5.701524444099648,3.850762222049824,2.2984755559003522,1,2,1,1.0,20897.283231114903,True,False,True,False,True,True,False,False,False,False,True,True,True,False,False
50.10960166118785,1,12.982401898500402,2,4.872800237312551,3.2543995253748994,2.7456004746251006,0,1,1,0.0,25628.63043986851,True,False,True,True,True,False,False,True,False,True,True,False,False,True,False
28.21805647073624,3,14.112810980770394,3,4.864660392140418,3.0,3.0,1,2,0,1.8646603921404177,24503.969905882106,True,False,True,True,True,True,False,False,False,False,True,False,True,False,False
42.97391187361947,3,8.947823747238939,3,4.0,3.0,2.0,0,2,0,1.0,24658.339145642945,True,False,True,True,True,True,False,True,False,False,True,False,True,True,False
42.70723380222579,1,11.606842591643874,3,5.0,3.0,2.0,1,3,0,1.0,21068.427370366575,False,False,True,False,True,True,False,False,False,True,True,True,True,False,False
36.621371855972534,1,11.242743711945065,3,3.0,5.0,4.432057783958799,1,1,1,0.18931407201373374,17073.189314072013,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
25.157756066445792,1,18.78878033222896,2,3.3859186888152637,3.3859186888152637,2.0,0,2,0,0.0,17877.123870157247,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
36.3704344404733,1,14.983043378471379,4,4.0,3.140434768353054,2.859565231646946,0,3,1,2.0,23572.234781468243,True,False,True,False,True,True,False,False,False,False,False,True,True,False,False
26.923937215284745,1,12.354362329170847,3,4.0,3.784787443056949,2.0,0,4,1,2.0,22860.379417924327,True,False,True,True,False,True,False,False,False,True,True,True,True,False,False
31.912444381297895,1,15.605999715840534,3,5.0,5.0,2.0437778093510515,1,2,0,1.9562221906489483,20998.912444381298,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False
45.60338992479426,2,12.467419983287613,2,3.0,3.2662900083561937,3.399435012534291,1,4,0,0.8668549958219031,17655.266290008356,True,True,False,True,False,False,False,False,False,True,True,True,False,False,False
50.36560752547939,1,11.817196237260305,3,4.0,3.204299059315076,2.4085981186301524,1,1,1,1.7957009406849238,21138.489252351712,True,False,True,True,True,True,False,False,False,True,False,True,True,False,False
37.73046283034045,1,19.413078537925564,3,3.6586921462074438,3.0,4.365231415170226,0,1,1,1.3413078537925565,21425.802233514474,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False
35.25771488890824,1,13.97187059597455,3,3.0,3.0,2.0,0,3,0,0.0,17585.114337717172,True,False,True,False,True,True,False,False,False,True,True,True,True,False,False
39.23553384654531,2,11.426650384908985,3,4.0,3.382233076727344,4.617766923272656,0,1,0,2.0,20761.706601539638,True,True,True,False,True,True,False,False,False,True,False,True,True,False,False
47.77074942168585,1,20.847166281123897,2,2.847166281123897,3.0,2.382084297190257,0,3,0,0.0,32126.0,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False
30.441264572130567,1,10.117470855738866,3,3.7206322860652836,3.7206322860652836,3.2793677139347164,0,3,0,0.7206322860652836,30742.0648883854,True,True,True,False,True,False,False,False,False,True,True,True,False,False,False
21.045216727432646,1,9.348405575810881,3,4.930318884837824,3.0,3.0,0,3,0,1.9303188848378237,21243.463303418404,True,True,True,False,True,True,False,False,False,True,True,True,True,False,False
34.0,1,9.0,3,4.0,5.0,2.0,0,3,1,1.2530584328007845,21385.0,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False
38.12468169514768,2,10.343511271360757,2,3.0,3.4376591524261615,3.5623408475738385,0,1,0,1.0,17083.374045085442,True,True,True,False,True,True,False,False,False,True,False,True,True,False,False
21.573810236641666,1,18.448149256998146,2,2.650264391857408,3.349735608142592,2.0,0,4,1,1.0,16023.339159933847,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False
40.03638317231214,2,15.009095793078036,3,5.009095793078036,3.495452103460982,2.495452103460982,0,1,0,1.4954521034609818,24032.422685758836,True,False,True,True,True,True,False,False,False,False,True,True,True,False,False
44.04571962273032,3,22.659370712882005,2,3.6136510901516843,3.6136510901516843,1.3863489098483155,1,3,0,1.0,17843.02253582803,True,False,False,True,False,True,False,False,False,False,True,True,True,False,False
21.7493778379012,3,14.199502270320961,3,4.0,4.549875567580241,3.0,0,4,1,1.9002488648395193,20507.61095005294,False,False,False,True,True,False,False,False,False,True,True,True,False,False,False
51.0,3,10.0,3,5.0,3.0,3.0,1,4,0,1.226964694365364,21361.0,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
19.0,2,8.0,2,4.0,3.0,2.0,0,3,0,0.8893909161288442,17564.0,True,True,False,False,True,False,False,False,False,False,True,True,False,False,False
26.055576910567822,2,10.604957253838062,4,5.0,3.549380343270242,4.802478626919031,0,5,1,3.0,20854.703717940378,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False
27.824594404560997,1,28.296567130490295,2,4.0,3.8824594404561,5.5298377618244,0,3,1,1.8824594404561,17548.11573007179,True,True,False,False,True,False,False,False,False,True,True,True,False,False,False
36.577226080374906,3,10.105693479906273,3,5.105693479906274,3.0,3.0,0,1,1,1.0,29010.92701099297,True,False,True,True,True,False,False,True,False,True,False,False,False,True,False
29.02344945799974,1,6.105522560998818,2,4.0,5.0,1.9882752710001315,1,2,0,0.0,17319.023449458,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False
29.319277049323418,2,15.556726912556382,2,3.556726912556382,4.113453825112764,2.556726912556382,0,3,1,0.5567269125563817,20442.29016092827,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False
33.43047738354695,1,30.899891130935575,3,4.095661640788211,3.0,3.1434924611823165,1,4,0,1.0,21472.1868760533,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False
57.16351933877599,1,28.239563035250903,2,3.038021848237455,3.0,2.0,0,2,1,0.0,25312.49428402709,True,False,True,True,True,False,False,True,False,True,False,False,False,True,False
43.0,3,19.0,3,4.0,5.0,2.0,1,5,1,2.0,32126.0,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False
36.40964465796319,1,21.02289339738896,2,3.3409644657963193,3.0,4.295177671018404,1,2,1,1.0,17436.340964465795,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False
39.021305581275875,2,14.395738883744825,3,4.0,4.197869441872412,3.1978694418724123,0,4,0,1.1978694418724125,23345.72756102366,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
34.157059728377554,2,12.894632466047193,3,5.894632466047194,3.0,2.1053675339528057,0,3,0,2.0,21030.580513009292,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
22.320137803319934,2,7.284566936284387,4,5.0,3.964429132964452,3.1422834681421934,0,5,1,3.0,20852.21342520221,False,True,True,False,False,False,False,False,False,True,True,True,False,False,False
31.068634315580628,2,19.931365684419372,3,4.0,3.0,2.5085792894475785,0,2,0,1.4914207105524215,21419.508579289446,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False
36.67442861110338,1,10.937976157413848,3,4.0,3.6124047685172305,4.837214305551692,0,3,0,1.3875952314827695,23543.852666481518,True,False,True,True,True,True,False,False,False,True,False,False,True,False,False
32.614159189987134,1,16.842477569961396,3,4.0,3.4619469366709557,4.690265316645221,0,2,0,1.5380530633290443,21107.532742886608,True,False,False,True,True,False,False,False,False,False,True,True,False,False,False
32.00841159112973,3,26.89906090644329,3,5.974765226610822,3.016823182259452,4.966353635481096,1,3,0,2.983176817740548,23236.89064931531,True,False,True,True,False,True,False,False,False,True,True,False,True,False,False
29.555750804257265,1,30.97074995767067,3,4.02925004232933,3.9707499576706704,5.882999830682681,0,2,1,2.0,17546.380250550283,True,True,True,False,True,False,False,False,False,True,True,True,False,False,False
36.17305383098042,2,10.557484478823792,2,4.0,3.1153692206536143,2.0,1,2,1,0.1730538309804217,25326.499799868496,True,False,True,True,True,True,False,True,False,True,False,False,True,True,False
41.53930378787885,1,18.377730555555587,3,3.0,3.216157323232326,6.567685353535348,0,3,0,1.7838426767676738,25039.353707070706,True,False,False,True,True,True,False,True,False,True,False,False,True,True,False
32.35484136025689,3,22.741903676917318,3,4.935475919229329,3.709682720513781,3.5806345589724384,1,3,0,1.0,23232.387062316662,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False
29.8849165118394,1,13.175738139474458,3,4.587869069737229,4.175738139474457,2.4121309302627716,1,3,1,1.5878690697372284,21543.108857673695,True,False,False,True,False,False,False,True,False,True,True,True,False,True,False
41.95422351909183,1,24.10691121305936,3,2.5496160437189244,3.0,6.549616043718925,0,3,0,2.0,25060.16036681959,False,False,True,True,True,True,False,True,False,True,True,False,True,True,False
31.0,3,12.0,3,5.0,3.0,5.0,1,3,0,1.1694655435951602,21172.0,True,False,True,False,True,True,False,False,False,True,False,False,True,False,False
25.717820812956695,1,15.137425665036535,3,4.8625743349634645,3.0,2.9312871674817322,0,4,0,2.8625743349634645,22666.10673317726,True,False,False,True,True,False,False,True,False,False,True,True,False,True,False
46.119687195223136,1,23.908437369381343,3,3.8485937717697762,3.0,2.424296885884888,0,3,1,0.4242968858848881,25307.332734255266,True,False,True,True,False,False,False,True,False,True,True,True,False,True,False
48.25644102886658,1,7.578323644214881,3,4.917382336540731,3.0,2.0,1,4,0,2.917382336540731,24061.891618221074,True,False,True,True,True,False,False,True,False,False,True,True,False,True,False
35.48534241342649,1,18.91205448055893,3,4.970684826852977,4.029315173147023,6.485342413426489,0,2,0,2.0,24069.62218686209,True,False,True,True,True,True,False,False,False,True,False,False,True,False,False
39.88790906406859,1,25.0,3,2.303297527981294,4.797801648012471,2.1010991759937645,0,1,0,1.8989008240062355,21065.202198351988,True,False,True,True,True,False,False,False,False,True,True,True,False,False,False
37.43787688590155,1,23.95763567892456,4,4.0,3.0,3.0,0,3,0,2.564969849127876,21282.99715326497,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False
53.89883648422402,1,11.64547868068976,2,3.3164727473706703,3.45568483508622,1.0,0,1,0,0.22784241754310997,17381.5948969228,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
37.52820130882657,2,10.480183008024152,3,4.975990849598793,3.0,3.0,0,2,1,1.0,29002.687881044785,True,False,True,True,True,False,False,True,False,False,False,False,False,True,False
30.328547213675,1,30.332649601953573,2,3.6673503980464286,3.3326496019535714,4.6694015921857135,1,1,0,0.3326496019535716,17026.004102388277,True,False,True,False,True,False,False,False,False,True,True,True,False,False,False
34.0,3,16.16684319035845,3,4.010427699397403,4.989572300602597,2.020855398794806,1,3,0,1.0,26903.626721105997,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False
19.74458651531478,1,13.956692122518245,2,3.2554134846852194,3.0,2.0,0,5,0,0.0,16032.753454075726,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False
26.392867000800834,1,17.389272898958914,2,4.739286700080084,4.739286700080084,2.0,1,2,1,1.0,17119.52142659984,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
34.030439711997964,1,12.86149138742828,3,4.0,5.0,3.9307456937141403,0,2,1,2.0,21638.900305981715,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False
28.638438662683363,1,6.361561337316639,2,3.959826518075929,4.919653036151858,2.0,1,1,0,0.0,17319.160693927697,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False
43.04348941084815,1,8.043489410848153,2,2.0434894108481525,4.5217447054240765,3.5652341162722285,0,4,1,0.5217447054240762,17366.78255294576,True,False,True,False,True,False,False,True,False,False,True,True,False,True,False
48.20837080525624,3,12.583258389487527,2,3.104185402628118,3.0,2.895814597371882,1,4,0,0.895814597371882,17657.917191273587,True,False,False,True,True,False,False,False,False,True,False,True,False,False,False
34.32221550344463,1,32.13341395866446,3,4.677784496555372,3.0,3.0,0,5,1,1.0,23195.66646510334,True,False,True,True,False,True,False,False,False,False,True,True,True,False,False
30.874766429567174,1,27.24673001394042,3,4.250467140865654,3.2504671408656542,5.624299288701518,1,2,0,2.0,20808.371963584374,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False
26.640705538686994,1,15.102655560375144,3,3.525663890093786,4.051327780187572,2.0,0,3,0,0.5256638900937861,17592.884958351406,True,False,True,True,True,True,False,False,False,True,True,True,True,False,False
34.34186990414295,1,10.683739808285903,4,4.1139566347143175,4.772086730571366,2.886043365285683,1,4,0,2.886043365285683,22030.558265388572,True,False,True,True,True,False,False,False,False,False,True,True,False,False,False
34.0,3,24.22375195235936,3,4.51398449702246,4.48601550297754,3.02796899404492,1,4,0,1.0,26982.181581535504,True,False,False,True,True,True,False,True,False,False,True,False,True,True,False
41.0,1,18.0,2,3.0,3.0,2.0,0,4,1,0.07970281878059227,32126.0,True,True,False,False,False,False,True,False,False,True,False,False,False,False,True
29.958463716331575,1,23.313086723492084,3,3.5207681418342127,3.0,2.5207681418342127,1,4,1,1.0415362836684254,21186.29075398568,True,False,True,True,True,True,False,False,False,True,False,True,True,False,False
42.315498088265585,2,7.0,3,5.0,4.232999453790167,3.9175013655245827,0,3,1,1.3835002731049166,29208.704534684326,True,False,True,True,True,False,False,True,False,False,False,False,False,True,False
52.33714657144526,2,18.686723126052385,2,1.469915310921425,3.0,7.0,0,3,0,1.3132768739476166,28699.85579154619,True,False,False,True,True,False,False,True,True,True,True,False,False,True,False
40.262413755279816,1,9.306149381159786,3,4.912528748240061,4.95626437412003,4.087471251759939,0,2,0,1.0437356258799695,22323.5626437412,True,False,True,False,False,False,False,True,False,True,True,True,False,True,False
31.778384075640385,1,9.548583130135562,3,2.332423886539421,4.110807962179807,3.0,0,3,1,2.8891920378201927,26111.81112416022,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False
39.219089516103246,2,23.627900061997053,3,3.5985315756843654,4.598531575684365,2.0,1,3,0,0.5985315756843657,26880.722173511273,True,False,True,True,True,True,False,True,False,True,True,False,True,True,False
44.80997660201539,3,19.0,2,1.285035096976914,3.1900233979846093,6.524941505038477,1,3,1,0.19002339798460932,32126.0,True,False,True,True,True,False,False,False,True,False,True,False,False,False,False
47.73609954082164,2,10.496028440234754,3,3.6240071100586886,3.6240071100586886,1.6240071100586886,0,3,1,1.2480142201173772,27140.91968004736,True,False,True,False,True,False,False,True,True,True,True,False,False,True,False
20.0,3,28.0,3,5.0,4.0,3.0,1,1,0,2.0,20799.0,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
31.668083208220917,1,10.279430409591072,2,3.388652798629847,3.388652798629847,2.0,0,3,0,0.0,17589.275180784927,True,False,True,True,True,True,False,False,False,True,False,True,True,False,False
